BIO103L,21,CAK,W 01:00 PM - 04:10 PM,SAC415_v2,20(20)
BIO103L,22,IJn,R 09:40 AM - 12:50 PM,SAC415,20(20)
BIO103L,23,IJn,R 09:40 AM - 12:50 PM,SAC415_v,20(20)
BIO103L,24,ZAB,R 01:00 PM - 04:10 PM,LAB4,20(20)
BIO103L,25,ZAB,R 01:00 PM - 04:10 PM,SAC415,20(20)
BIO103L,26,ZAB,R 01:00 PM - 04:10 PM,SAC415_v,20(20)
BIO103L,27,ZAB,R 01:00 PM - 04:10 PM,SAC415_v2,20(20)
BIO103L,28,ZAB,R 01:00 PM - 04:10 PM,TBA,20(20)
BIO103L,29,IJn,R 09:40 AM - 12:50 PM,TBA,20(20)
BIO103L,30,IJn,R 09:40 AM - 12:50 PM,LAB4,20(20)
BIO103L,31,SRS1,A 09:40 AM - 12:50 PM,SAC415,20(20)
BIO103L,32,SRS1,A 09:40 AM - 12:50 PM,SAC415_v,20(20)
BIO103L,33,SRS1,A 09:40 AM - 12:50 PM,SAC415_v2,20(20)
BIO201,1,IJn,ST 11:20 AM - 12:50 PM,SAC209,33(40)
BIO201,2,AIq,ST 01:00 PM - 02:30 PM,SAC407,40(40)
BIO201,3,ZaF,MW 09:40 AM - 11:10 AM,SAC403,45(45)
BIO201L,1,MjH1,T 09:40 AM - 12:50 PM,SAC414,20(20)
BIO201L,2,MjH1,T 09:40 AM - 12:50 PM,SAC414_v,20(20)
BIO201L,3,ZaF,W 01:00 PM - 04:10 PM,SAC414,20(20)
BIO201L,4,ZaF,W 01:00 PM - 04:10 PM,SAC414_v,19(20)
BIO202L,1,SKK,M 01:00 PM - 04:10 PM,SAC413,16(20)
BIO202L,2,SKK,M 01:00 PM - 04:10 PM,SAC413_v,19(20)
BIO202L,3,SKK,M 01:00 PM - 04:10 PM,SAC413_v2,20(20)
BIO202L,4,RbA,M 09:40 AM - 12:50 PM,SAC413,20(20)
BIO202L,5,RbA,M 09:40 AM - 12:50 PM,SAC413_v,10(20)
BIO202L,6,RbA,M 09:40 AM - 12:50 PM,SAC413_v2,9(20)
BSC201,1,AK,RA 08:00 AM - 09:30 AM,SAC202,35(35)
BSC201,2,AK,RA 09:40 AM - 11:10 AM,SAC212,11(40)
BUS112,1,KMz,RA 02:40 PM - 04:10 PM,SAC213,40(40)
BUS112,2,Swk,RA 04:20 PM - 05:50 PM,SAC306,43(43)
BUS112,3,SkA2,ST 04:20 PM - 05:50 PM,SAC213,40(40)
BUS112,4,SkA2,MW 01:00 PM - 02:30 PM,SAC211,40(40)
BUS112,5,MHK3,RA 08:00 AM - 09:30 AM,SAC511,40(40)
BUS112,6,MHK3,RA 09:40 AM - 11:10 AM,SAC511,40(40)
BUS112,7,LKS,RA 01:00 PM - 02:30 PM,NAC301,40(40)
BUS112,8,LKS,RA 04:20 PM - 05:50 PM,SAC313,34(40)
BUS112,9,Swk,RA 02:40 PM - 04:10 PM,SAC309,35(35)
BUS112,11,HSf,RA 08:00 AM - 09:30 AM,NAC991,43(45)
BUS112,12,HSf,RA 09:40 AM - 11:10 AM,NAC1079,44(45)
BUS112,13,MFU,RA 08:00 AM - 09:30 AM,SAC513,40(40)
BUS112,14,MFU,RA 09:40 AM - 11:10 AM,SAC513,40(40)
BUS112,15,StRn,ST 01:00 PM - 02:30 PM,NAC1080,45(45)
BUS112,16,StRn,ST 04:20 PM - 05:50 PM,SAC314,45(45)
BUS112,17,AgK,RA 11:20 AM - 12:50 PM,SAC313,40(40)
BUS112,18,AgK,RA 01:00 PM - 02:30 PM,SAC402,45(45)
