149,BBT109,1,TBA,TBA,TBA
150,BBT201/CHE201,1,TBA,MW 01:00 PM - 02:30 PM,SAC404
151,BBT202,1,TBA,RA 08:00 AM - 09:30 AM,SAC405
152,BBT203,1,TBA,ST 11:20 AM - 12:50 PM,LIB611
153,BBT203,2,TBA,MW 11:20 AM - 12:50 PM,LIB611
154,BBT204,1,TBA,MW 08:00 AM - 09:30 AM,SAC404
155,BBT204,2,TBA,RA 01:00 PM - 02:30 PM,SAC405
156,BBT205/BBT315,1,TBA,ST 09:40 AM - 11:10 AM,SAC404
157,BBT206,1,TBA,MW 11:20 AM - 12:50 PM,SAC404
158,BBT207/BBT221/MIC313,1,TBA,ST 01:00 PM - 02:30 PM,SAC407
159,BBT207/BBT221/MIC313,2,TBA,MW 01:00 PM - 02:30 PM,SAC406
160,BBT210,1,TBA,TBA,TBA
161,BBT230,1,TBA,ST 11:20 AM - 12:50 PM,LIB611
162,BBT230,2,TBA,MW 11:20 AM - 12:50 PM,LIB611
163,BBT303,1,TBA,MW 02:40 PM - 04:10 PM,SAC404
164,BBT306/BBT317,1,TBA,ST 09:40 AM - 11:10 AM,SAC405
165,BBT309/MIC401,1,TBA,MW 11:20 AM - 12:50 PM,SAC407
166,BBT311,1,TBA,RA 11:20 AM - 12:50 PM,SAC407
167,BBT312,1,TBA,MW 08:00 AM - 09:30 AM,SAC404
168,BBT312,2,TBA,RA 01:00 PM - 02:30 PM,SAC405
169,BBT312L,1,TBA,RA 04:20 PM - 05:50 PM,SAC406
170,BBT314,1,TBA,MW 11:20 AM - 12:50 PM,SAC404
171,BBT314L,1,TBA,RA 02:40 PM - 04:10 PM,SAC407
172,BBT316,1,TBA,MW 02:40 PM - 04:10 PM,SAC404
173,BBT316L,1,TBA,ST 02:40 PM - 04:10 PM,SAC408
174,BBT318/BBT401,1,TBA,ST 11:20 AM - 12:50 PM,SAC405
175,BBT335,1,TBA,MW 09:40 AM - 11:10 AM,SAC408
176,BBT402,1,TBA,MW 09:40 AM - 11:10 AM,SAC405
177,BBT403,1,TBA,ST 02:40 PM - 04:10 PM,SAC405
178,BBT404/MIC403,1,TBA,ST 11:20 AM - 12:50 PM,SAC404
179,BBT406,1,TBA,MW 01:00 PM - 02:30 PM,SAC405
180,BBT450,1,TBA,RA 02:40 PM - 04:10 PM,SAC406
181,BBT491,1,TBA,RA 08:00 AM - 09:30 AM,SAC404
182,BBT499,1,TBA,ST 08:00 AM - 09:30 AM,SAC403
183,BBT499,2,TBA,ST 08:00 AM - 09:30 AM,SAC406
184,BBT499,3,TBA,MW 08:00 AM - 09:30 AM,SAC403
185,BBT499,4,TBA,RA 08:00 AM - 09:30 AM,SAC407
186,BBT601,1,TBA,W 06:00 PM - 09:10 PM,SAC406
187,BBT622,1,TBA,T 06:00 PM - 09:10 PM,SAC406
188,BBT638,1,TBA,F 09:00 AM - 12:00 PM,SAC408
189,BBT645,1,TBA,M 06:00 PM - 09:10 PM,SAC406
190,BBT652,1,TBA,T 06:00 PM - 09:10 PM,SAC407
191,BBT659,1,TBA,S 06:00 PM - 09:10 PM,SAC405
192,BBT701,1,TBA,ST 08:00 AM - 09:30 AM,SAC407
193,BBT701,2,TBA,MW 08:00 AM - 09:30 AM,SAC407
194,BBT701,3,TBA,TBA,TBA
195,BBT751,1,TBA,R 06:00 PM - 09:10 PM,SAC406
196,BEN205,1,TBA,ST 01:00 PM - 02:30 PM,NAC511
197,BEN205,2,TBA,ST 02:40 PM - 04:10 PM,NAC619A
198,BEN205,3,TBA,ST 02:40 PM - 04:10 PM,NAC603
199,BEN205,4,TBA,ST 04:20 PM - 05:50 PM,NAC309
200,BEN205,5,TBA,RA 09:40 AM - 11:10 AM,NAC990
201,BEN205,6,TBA,RA 11:20 AM - 12:50 PM,NAC992
202,BEN205,7,TBA,RA 08:00 AM - 09:30 AM,NAC603
203,BEN205,8,TBA,RA 08:00 AM - 09:30 AM,NAC509
204,BEN205,9,TBA,RA 09:40 AM - 11:10 AM,NAC509
205,BEN205,10,TBA,RA 09:40 AM - 11:10 AM,NAC604
206,BEN205,11,TBA,RA 01:00 PM - 02:30 PM,NAC411
207,BEN205,12,TBA,RA 02:40 PM - 04:10 PM,NAC410
208,BIO103,1,TBA,ST 08:00 AM - 09:30 AM,SAC404
209,BIO103,2,TBA,ST 09:40 AM - 11:10 AM,SAC406
210,BIO103,3,TBA,ST 11:20 AM - 12:50 PM,SAC407
211,BIO103,4,TBA,ST 01:00 PM - 02:30 PM,SAC404
212,BIO103,5,TBA,ST 02:40 PM - 04:10 PM,SAC404
213,BIO103,6,TBA,ST 02:40 PM - 04:10 PM,SAC407
214,BIO103,7,TBA,ST 04:20 PM - 05:50 PM,SAC403
215,BIO103,8,TBA,ST 04:20 PM - 05:50 PM,SAC405
216,BIO103,9,TBA,MW 09:40 AM - 11:10 AM,SAC404
217,BIO103,10,TBA,MW 09:40 AM - 11:10 AM,SAC406
218,BIO103,11,TBA,MW 11:20 AM - 12:50 PM,SAC403
219,BIO103,12,TBA,MW 01:00 PM - 02:30 PM,SAC407
220,BIO103,13,TBA,MW 02:40 PM - 04:10 PM,SAC405
221,BIO103,14,TBA,MW 02:40 PM - 04:10 PM,SAC406
222,BIO103,15,TBA,MW 04:20 PM - 05:50 PM,SAC403
223,BIO103,16,TBA,MW 04:20 PM - 05:50 PM,SAC405
224,BIO103,17,TBA,RA 01:00 PM - 02:30 PM,SAC407
225,BIO103,18,TBA,RA 08:00 AM - 09:30 AM,SAC403
226,BIO103,19,TBA,RA 09:40 AM - 11:10 AM,SAC403
227,BIO103,20,TBA,RA 09:40 AM - 11:10 AM,SAC404
228,BIO103,21,TBA,RA 11:20 AM - 12:50 PM,SAC404
229,BIO103,22,TBA,RA 11:20 AM - 12:50 PM,SAC405
230,BIO103,23,TBA,RA 11:20 AM - 12:50 PM,SAC406
231,BIO103,24,TBA,RA 01:00 PM - 02:30 PM,SAC403
232,BIO103,25,TBA,RA 02:40 PM - 04:10 PM,SAC403
233,BIO103L,1,TBA,S 09:40 AM - 12:50 PM,TBA
234,BIO103L,2,TBA,S 09:40 AM - 12:50 PM,TBA
235,BIO103L,3,TBA,S 09:40 AM - 12:50 PM,TBA
236,BIO103L,4,TBA,M 09:40 AM - 12:50 PM,TBA
237,BIO103L,5,TBA,M 09:40 AM - 12:50 PM,TBA
238,BIO103L,6,TBA,M 09:40 AM - 12:50 PM,TBA
239,BIO103L,7,TBA,T 01:10 PM - 05:00 PM,TBA
240,BIO103L,8,TBA,T 01:10 PM - 05:00 PM,TBA
241,BIO103L,9,TBA,T 01:10 PM - 05:00 PM,TBA
242,BIO103L,10,TBA,W 01:10 PM - 05:00 PM,TBA
243,BIO103L,11,TBA,W 01:10 PM - 05:00 PM,TBA
244,BIO103L,12,TBA,W 01:10 PM - 05:00 PM,TBA
245,BIO103L,13,TBA,R 09:40 AM - 12:50 PM,TBA
246,BIO103L,14,TBA,R 09:40 AM - 12:50 PM,TBA
247,BIO103L,15,TBA,R 09:40 AM - 12:50 PM,TBA
248,BIO103L,16,TBA,M 01:10 PM - 05:00 PM,TBA
249,BIO103L,17,TBA,M 01:10 PM - 05:00 PM,TBA
250,BIO103L,18,TBA,M 01:10 PM - 05:00 PM,TBA
251,BIO103L,19,TBA,R 01:10 PM - 05:00 PM,TBA
252,BIO103L,20,TBA,R 01:10 PM - 05:00 PM,TBA
253,BIO103L,21,TBA,R 01:10 PM - 05:00 PM,TBA
254,BBT101/BIO201,1,TBA,ST 01:00 PM - 02:30 PM,SAC405
255,BIO201,2,TBA,MW 11:20 AM - 12:50 PM,SAC408
256,BIO201L,1,TBA,ST 04:20 PM - 05:50 PM,SAC407
257,BIO201L,2,TBA,MW 04:20 PM - 05:50 PM,SAC407
258,BIO202L,1,TBA,ST 01:00 PM - 02:30 PM,TBA
259,BIO202L,2,TBA,ST 01:00 PM - 02:30 PM,TBA
260,BIO202L,3,TBA,ST 01:00 PM - 02:30 PM,TBA
261,BUS112,1,TBA,ST 01:00 PM - 02:30 PM,SAC212
262,BUS112,2,TBA,ST 02:40 PM - 04:10 PM,SAC401
263,BUS112,3,TBA,ST 11:20 AM - 12:50 PM,SAC212
264,BUS112,4,TBA,ST 01:00 PM - 02:30 PM,SAC511
265,BUS112,5,TBA,ST 01:00 PM - 02:30 PM,SAC213
266,BUS112,6,TBA,ST 04:20 PM - 05:50 PM,SAC211
267,MAT361,6,TBA,RA 09:40 AM - 11:10 AM,SAC313
268,BUS112,7,TBA,MW 02:40 PM - 04:10 PM,SAC401
269,BUS112,8,TBA,MW 04:20 PM - 05:50 PM,NAC207
270,BUS112,9,TBA,RA 08:00 AM - 09:30 AM,SAC202
271,BUS112,10,TBA,RA 09:40 AM - 11:10 AM,NAC411
272,BUS112,11,TBA,RA 01:00 PM - 02:30 PM,NAC621
273,BUS112,12,TBA,MW 08:00 AM - 09:30 AM,SAC211
274,BUS112,13,TBA,MW 09:40 AM - 11:10 AM,SAC210
275,BUS112,14,TBA,RA 11:20 AM - 12:50 PM,NAC302
276,BUS112,15,TBA,RA 01:00 PM - 02:30 PM,NAC993
277,BUS112,16,TBA,RA 09:40 AM - 11:10 AM,SAC514
278,BUS112,17,TBA,RA 11:20 AM - 12:50 PM,NAC993
279,BUS112,18,TBA,RA 02:40 PM - 04:10 PM,NAC207
280,BUS112,19,TBA,RA 11:20 AM - 12:50 PM,SAC205
281,BUS112,20,TBA,RA 01:00 PM - 02:30 PM,SAC205
282,BUS112,21,TBA,RA 04:20 PM - 05:50 PM,NAC209
283,BUS112,22,TBA,RA 11:20 AM - 12:50 PM,SAC203
284,BUS112,23,TBA,RA 01:00 PM - 02:30 PM,SAC210
285,BUS112,24,TBA,RA 04:20 PM - 05:50 PM,NAC414
286,BUS112,25,TBA,RA 09:40 AM - 11:10 AM,SAC511
287,BUS112,26,TBA,RA 11:20 AM - 12:50 PM,SAC210
288,BUS112,27,TBA,RA 02:40 PM - 04:10 PM,NAC209
289,BUS135,1,TBA,ST 08:00 AM - 09:30 AM,NAC205
290,BUS135,2,TBA,ST 09:40 AM - 11:10 AM,NAC204
291,BUS135,3,TBA,ST 09:40 AM - 11:10 AM,NAC620
292,BUS135,4,TBA,ST 02:40 PM - 04:10 PM,NAC204
293,BUS135,5,TBA,ST 02:40 PM - 04:10 PM,NAC206
294,BUS135,6,TBA,ST 02:40 PM - 04:10 PM,NAC403
295,BUS135,7,TBA,ST 04:20 PM - 05:50 PM,NAC205
296,BUS135,8,TBA,ST 04:20 PM - 05:50 PM,NAC206
297,BUS135,9,TBA,MW 09:40 AM - 11:10 AM,NAC305
298,BUS135,10,TBA,MW 04:20 PM - 05:50 PM,NAC503
299,BUS135,11,TBA,RA 01:00 PM - 02:30 PM,NAC203
300,BUS135,12,TBA,RA 01:00 PM - 02:30 PM,NAC404
301,BUS172,1,TBA,ST 08:00 AM - 09:30 AM,NAC204
302,BUS172,2,TBA,ST 04:20 PM - 05:50 PM,NAC403
303,BUS172,3,TBA,MW 09:40 AM - 11:10 AM,NAC503
304,BUS172,4,TBA,MW 09:40 AM - 11:10 AM,NAC505
305,BUS172,5,TBA,MW 09:40 AM - 11:10 AM,NAC619A
306,BUS172,6,TBA,MW 01:00 PM - 02:30 PM,NAC505
307,BUS172,7,TBA,MW 02:40 PM - 04:10 PM,NAC303
308,BUS172,8,TBA,MW 02:40 PM - 04:10 PM,NAC304
309,BUS172,9,TBA,MW 02:40 PM - 04:10 PM,NAC403
310,BUS172,10,TBA,MW 02:40 PM - 04:10 PM,NAC405
311,BUS172,11,TBA,MW 04:20 PM - 05:50 PM,NAC303
312,BUS172,12,TBA,MW 04:20 PM - 05:50 PM,NAC305
313,BUS172,13,TBA,RA 08:00 AM - 09:30 AM,NAC203
314,BUS172,14,TBA,MW 08:00 AM - 09:30 AM,NAC304
315,BUS172,15,TBA,RA 09:40 AM - 11:10 AM,NAC205
316,BUS172,16,TBA,RA 11:20 AM - 12:50 PM,NAC204
317,BUS172,17,TBA,RA 11:20 AM - 12:50 PM,NAC213
318,BUS172,18,TBA,RA 11:20 AM - 12:50 PM,NAC504
319,BUS172,19,TBA,RA 01:00 PM - 02:30 PM,NAC204
320,BUS172,20,TBA,RA 01:00 PM - 02:30 PM,NAC205
321,BUS172,21,TBA,RA 01:00 PM - 02:30 PM,NAC206
322,BUS172,22,TBA,RA 02:40 PM - 04:10 PM,NAC213
323,BUS172,23,TBA,RA 02:40 PM - 04:10 PM,NAC304
324,BUS172,24,TBA,RA 04:20 PM - 05:50 PM,NAC205
325,BUS172,25,TBA,RA 04:20 PM - 05:50 PM,NAC206
326,BUS172,26,TBA,RA 04:20 PM - 05:50 PM,NAC303
327,BUS172,27,TBA,RA 04:20 PM - 05:50 PM,NAC203
328,BUS172,28,TBA,MW 08:00 AM - 09:30 AM,NAC503
329,BUS173,1,TBA,ST 11:20 AM - 12:50 PM,NAC204
330,BUS173,2,TBA,ST 01:00 PM - 02:30 PM,NAC204
331,BUS173,3,TBA,ST 01:00 PM - 02:30 PM,NAC403
332,BUS173,4,TBA,ST 04:20 PM - 05:50 PM,NAC503
333,BUS173,5,TBA,MW 09:40 AM - 11:10 AM,NAC203
334,BUS173,6,TBA,MW 09:40 AM - 11:10 AM,NAC403
335,BUS173,7,TBA,MW 01:00 PM - 02:30 PM,NAC203
336,BUS173,8,TBA,MW 01:00 PM - 02:30 PM,NAC204
337,BUS173,9,TBA,MW 01:00 PM - 02:30 PM,NAC404
338,BUS173,10,TBA,MW 02:40 PM - 04:10 PM,NAC205
339,BUS173,11,TBA,MW 02:40 PM - 04:10 PM,NAC206
340,BUS173,12,TBA,MW 04:20 PM - 05:50 PM,NAC206
341,BUS173,13,TBA,MW 04:20 PM - 05:50 PM,NAC215
342,BUS173,14,TBA,MW 04:20 PM - 05:50 PM,NAC304
343,BUS173,15,TBA,MW 04:20 PM - 05:50 PM,NAC403
344,BUS173,16,TBA,RA 08:00 AM - 09:30 AM,NAC303
345,BUS173,17,TBA,RA 08:00 AM - 09:30 AM,NAC619A
346,BUS173,18,TBA,MW 01:00 PM - 02:30 PM,NAC619A
347,BUS173,19,TBA,RA 11:20 AM - 12:50 PM,NAC201
348,BUS173,20,TBA,RA 11:20 AM - 12:50 PM,NAC203
349,BUS173,21,TBA,RA 11:20 AM - 12:50 PM,NAC407
350,BUS173,22,TBA,RA 01:00 PM - 02:30 PM,NAC303
351,BUS173,23,TBA,RA 01:00 PM - 02:30 PM,NAC620
352,BUS173,24,TBA,RA 02:40 PM - 04:10 PM,NAC206
353,BUS173,25,TBA,RA 04:20 PM - 05:50 PM,NAC404
354,BUS251,1,TBA,ST 08:00 AM - 09:30 AM,NAC303
355,BUS251,2,TBA,ST 09:40 AM - 11:10 AM,NAC503
356,BUS251,3,TBA,ST 11:20 AM - 12:50 PM,NAC205
357,BUS251,4,TBA,ST 01:00 PM - 02:30 PM,NAC503
358,BUS251,5,TBA,MW 08:00 AM - 09:30 AM,NAC215
359,BUS251,6,TBA,MW 08:00 AM - 09:30 AM,NAC403
360,BUS251,7,TBA,MW 09:40 AM - 11:10 AM,NAC304
361,BUS251,8,TBA,MW 01:00 PM - 02:30 PM,NAC314
362,BUS251,9,TBA,RA 08:00 AM - 09:30 AM,NAC404
363,BUS251,10,TBA,RA 09:40 AM - 11:10 AM,NAC203
364,BUS251,11,TBA,RA 09:40 AM - 11:10 AM,NAC620
365,BUS498,1,SKI,TBA,TBA
366,BUS498,2,ZTK,TBA,TBA
367,BUS498,3,SeH,TBA,TBA
368,BUS498,4,NTB,TBA,TBA
369,BUS498,5,AMD,TBA,TBA
370,BUS498,6,NSD,TBA,TBA
371,BUS498,7,SMI,TBA,TBA
372,BUS498,8,Rfe,TBA,TBA
373,BUS498,9,Fzy,TBA,TBA
374,BUS498,10,ALK,TBA,TBA
375,BUS498,11,Onf,TBA,TBA
376,BUS498,12,Sne,TBA,TBA
377,BUS498,13,FHz,TBA,TBA
378,BUS498,14,Mbt,TBA,TBA
379,BUS498,15,Fss,TBA,TBA
380,BUS498,16,Emd,TBA,TBA
381,BUS498,17,IJL,TBA,TBA
382,BUS498,18,NNA,TBA,TBA
383,BUS498,19,QEA,TBA,TBA
384,BUS498,20,MM1,TBA,TBA
385,BUS498,21,Rst,TBA,TBA
386,BUS498,22,EhN,TBA,TBA
387,BUS498,23,MZL,TBA,TBA
388,BUS498,24,TFd,TBA,TBA
389,BUS498,25,FCh,TBA,TBA
390,BUS498,26,AFH2,TBA,TBA
391,BUS498,27,MHZ,TBA,TBA
392,BUS498,28,Mev,TBA,TBA
393,BUS498,29,TFZ,TBA,TBA
394,BUS498,30,AMj,TBA,TBA
395,BUS498,31,JnA,TBA,TBA
396,BUS498,32,ShL,TBA,TBA
397,BUS498,33,UTH,TBA,TBA
398,BUS498,34,MSI2,TBA,TBA
399,BUS498,35,SAA2,TBA,TBA
400,BUS498,36,MHM,TBA,TBA
401,BUS498,37,ShH,TBA,TBA
