157,BBT301/CHE301,1,Sdl,ST 11:20 AM - 12:50 PM
158,BBT302,1,CAK,ST 02:40 PM - 04:10 PM
159,BBT303,1,KNH,MW 02:40 PM - 04:10 PM
160,BBT307,1,Sdl,ST 09:40 AM - 11:10 AM
161,BBT308,1,CAK,MW 02:40 PM - 04:10 PM
162,BBT312,1,MSH3,RA 01:00 PM - 02:30 PM
163,BBT312L,1,MSH3,MW 04:20 PM - 05:50 PM
164,BBT314,1,KNH,MW 11:20 AM - 12:50 PM
165,BBT315,1,ZAB,ST 09:40 AM - 11:10 AM
166,BBT316,1,KNH,MW 02:40 PM - 04:10 PM
167,BBT316L,1,KNH,ST 04:20 PM - 05:50 PM
168,BBT405,1,Mqn,ST 01:00 PM - 02:30 PM
169,BBT408,1,KRC,MW 09:40 AM - 11:10 AM
170,BBT410,1,HiM,RA 11:20 AM - 12:50 PM
171,BBT412,1,KRC,MW 11:20 AM - 12:50 PM
172,BBT491,1,Klq,TBA
173,BBT499,1,TBA,ST 08:00 AM - 09:30 AM
174,BBT499,2,TBA,ST 08:00 AM - 09:30 AM
175,BBT499,3,TBA,ST 04:20 PM - 05:50 PM
176,BBT499,4,TBA,MW 08:00 AM - 09:30 AM
177,BBT499,5,TBA,RA 08:00 AM - 09:30 AM
178,BBT499,6,TBA,RA 01:00 PM - 02:30 PM
179,BBT499,7,TBA,RA 01:00 PM - 02:30 PM
180,BBT499,8,TBA,RA 04:20 PM - 05:50 PM
181,BBT608,1,Awn,W 06:00 PM - 09:10 PM
182,BBT615,1,IqM,M 06:00 PM - 09:10 PM
183,BBT630,1,CqA,T 06:00 PM - 09:10 PM
184,BBT652,1,Cancelled,W 06:00 PM - 09:10 PM
185,BBT671,1,Mqn,A 06:00 PM - 09:00 PM
186,BBT701,1,TBA,RA 02:40 PM - 04:10 PM
187,BBT701,2,TBA,RA 04:20 PM - 05:50 PM
188,BBT701,3,TBA,RA 04:20 PM - 05:50 PM
189,BBT741,1,HiM,R 06:00 PM - 09:00 PM
190,BBT791,1,MuZ,F 09:00 AM - 12:00 PM
191,BEN205,1,Snj,ST 01:00 PM - 02:30 PM
192,BEN205,2,Snj,ST 02:40 PM - 04:10 PM
193,BEN205,3,MAz1,RA 08:00 AM - 09:30 AM
194,BEN205,4,MAz1,RA 09:40 AM - 11:10 AM
195,BEN205,5,MAz1,RA 01:00 PM - 02:30 PM
196,BEN205,6,NCM,RA 09:40 AM - 11:10 AM
197,BEN205,7,NCM,RA 01:00 PM - 02:30 PM
198,BEN205,8,NCM,RA 02:40 PM - 04:10 PM
199,BIO103,1,MNU1,ST 08:00 AM - 09:30 AM
200,BIO103,2,MjH1,ST 09:40 AM - 11:10 AM
